,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density:Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
148,"Warren County, Georgia",0500000US13301,5215,53,1974,3047,15,97,29,0.010162991371045062,0.3785234899328859,0.5842761265580058,0.0028763183125599234,0.01860019175455417,0.005560882070949185
149,"Washington County, Georgia",0500000US13303,19988,334,8412,10698,76,401,67,0.016710026015609367,0.42085251150690417,0.5352211326796078,0.0038022813688212928,0.0200620372223334,0.0033520112067240344
150,"Wayne County, Georgia",0500000US13305,30144,1732,21301,5877,174,870,190,0.057457537154989385,0.7066414543524416,0.1949641719745223,0.005772292993630573,0.028861464968152867,0.00630307855626327
151,"Webster County, Georgia",0500000US13307,2348,59,1136,1063,12,69,9,0.02512776831345826,0.4838160136286201,0.4527257240204429,0.005110732538330494,0.02938671209540034,0.0038330494037478705
152,"Wheeler County, Georgia",0500000US13309,7471,272,4157,2875,17,135,15,0.036407442109490026,0.5564181501806987,0.38482130906170525,0.0022754651318431266,0.018069870164636594,0.0020077633516262885
153,"White County, Georgia",0500000US13311,28003,913,24959,467,159,1284,221,0.03260364960897047,0.891297360997036,0.01667678463021819,0.00567796307538478,0.04585223011820162,0.007892011570188909
154,"Whitfield County, Georgia",0500000US13313,102864,36916,57875,3553,1394,2621,505,0.358881630113548,0.5626361020376419,0.034540752838699645,0.013551874319489812,0.025480245761393686,0.00490939492922694
155,"Wilcox County, Georgia",0500000US13315,8766,272,5185,3096,49,149,15,0.03102897558749715,0.5914898471366644,0.3531827515400411,0.005589778690394707,0.016997490303445127,0.0017111567419575632
156,"Wilkes County, Georgia",0500000US13317,9565,399,4952,3838,59,277,40,0.04171458442237323,0.5177208572922112,0.4012545739675902,0.006168322007318349,0.02895974908520648,0.004181913225300575
157,"Wilkinson County, Georgia",0500000US13319,8877,239,5110,3163,22,297,46,0.02692351019488566,0.5756449250873042,0.3563140700687169,0.0024783147459727386,0.03345724907063197,0.0051819308324884536
158,"Worth County, Georgia",0500000US13321,20784,381,14427,5255,87,524,110,0.018331408775981523,0.6941397228637414,0.2528387220939184,0.0041859122401847575,0.025211701308699,0.0052925327174749804
